"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-4", "2300", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-4", "2301", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2302", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2303", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2304", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2305", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2306", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2307", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2308", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2309", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-4", "2310", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_write:23, value=<void>"
"Thread-3", "2311", "SYSTEM", "Field Write", "context=part2.Database:1, ww=0"
"Thread-4", "2312", "SYSTEM", "Method Returned", ""
"Thread-4", "2313", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2314", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2315", "SYSTEM", "Variable Write", "context=part2.Writer:5#run:5, i=4"
"Thread-4", "2316", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2317", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-3", "2318", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-3", "2319", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2320", "SYSTEM", "Field Write", "context=part2.Database:1, w=1"
"Thread-3", "2321", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2322", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "2323", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2324", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2325", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_write:24, value=<void>"
"Thread-3", "2326", "SYSTEM", "Method Returned", ""
"Thread-3", "2327", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2328", "SYSTEM", "Field Read", "context=part2.Writer:4, d"
"Thread-3", "2329", "SYSTEM", "Field Read", "context=part2.Writer:4, x"
"Thread-3", "2330", "SYSTEM", "Method Call", "caller=part2.Writer:4#run:4, target=part2.Database:1#write:24"
"Thread-3", "2331", "SYSTEM", "Method Entered", ""
"Thread-3", "2332", "SYSTEM", "Variable Write", "context=part2.Database:1#write:24, x=1000"
"Thread-3", "2333", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2334", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2335", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-4", "2336", "SYSTEM", "Field Read", "context=part2.Writer:5, d"
"Thread-3", "2337", "SYSTEM", "Field Write", "context=part2.Database:1, data=45555"
"Thread-4", "2338", "SYSTEM", "Method Call", "caller=part2.Writer:5#run:5, target=part2.Database:1#request_write:25"
"Thread-4", "2339", "SYSTEM", "Method Entered", ""
"Thread-4", "2340", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2341", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2342", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "2343", "SYSTEM", "Method Exit", "returner=part2.Database:1#write:24, value=<void>"
"Thread-4", "2344", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2345", "SYSTEM", "Method Returned", ""
"Thread-3", "2346", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2347", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-3", "2348", "SYSTEM", "Field Read", "context=part2.Writer:4, d"
"Thread-4", "2349", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-3", "2350", "SYSTEM", "Method Call", "caller=part2.Writer:4#run:4, target=part2.Database:1#done_write:24"
"Thread-3", "2351", "SYSTEM", "Method Entered", ""
"Thread-3", "2352", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2353", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2354", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2355", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-4", "2356", "SYSTEM", "Field Write", "context=part2.Database:1, ww=1"
"Thread-4", "2357", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2358", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2359", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2360", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2361", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-3", "2362", "SYSTEM", "Field Write", "context=part2.Database:1, w=0"
"Thread-3", "2363", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2364", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-3", "2365", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2366", "SYSTEM", "Field Read", "context=part2.Database:1, s2_w"
"Thread-3", "2367", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2368", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2369", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2370", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "2371", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "2372", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2373", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2374", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2375", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-3", "2376", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_write:24, value=<void>"
"Thread-4", "2377", "SYSTEM", "Field Write", "context=part2.Database:1, ww=0"
"Thread-3", "2378", "SYSTEM", "Method Returned", ""
"Thread-3", "2379", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2380", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "2381", "SYSTEM", "Variable Delete", "method=part2.Writer:4#run:4 <name=i,type=int (id=7),value=<?>,index=0>"
"Thread-3", "2382", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2383", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-3", "2384", "SYSTEM", "Method Exit", "returner=part2.Writer:4#run:4, value=<void>"
"Thread-4", "2385", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-3", "2386", "SYSTEM", "Method Returned", ""
"Thread-3", "2387", "SYSTEM", "Thread End", ""
"Thread-4", "2388", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2389", "SYSTEM", "Field Write", "context=part2.Database:1, w=1"
"Thread-4", "2390", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2391", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2392", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2393", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2394", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_write:25, value=<void>"
"Thread-4", "2395", "SYSTEM", "Method Returned", ""
"Thread-4", "2396", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2397", "SYSTEM", "Field Read", "context=part2.Writer:5, d"
"Thread-4", "2398", "SYSTEM", "Field Read", "context=part2.Writer:5, x"
"Thread-4", "2399", "SYSTEM", "Method Call", "caller=part2.Writer:5#run:5, target=part2.Database:1#write:25"
"Thread-4", "2400", "SYSTEM", "Method Entered", ""
"Thread-4", "2401", "SYSTEM", "Variable Write", "context=part2.Database:1#write:25, x=10000"
"Thread-4", "2402", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2403", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-4", "2404", "SYSTEM", "Field Write", "context=part2.Database:1, data=55555"
"Thread-4", "2405", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2406", "SYSTEM", "Method Exit", "returner=part2.Database:1#write:25, value=<void>"
"Thread-4", "2407", "SYSTEM", "Method Returned", ""
"Thread-4", "2408", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2409", "SYSTEM", "Field Read", "context=part2.Writer:5, d"
"Thread-4", "2410", "SYSTEM", "Method Call", "caller=part2.Writer:5#run:5, target=part2.Database:1#done_write:25"
"Thread-4", "2411", "SYSTEM", "Method Entered", ""
"Thread-4", "2412", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2413", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2414", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2415", "SYSTEM", "Field Write", "context=part2.Database:1, w=0"
"Thread-4", "2416", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2417", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-4", "2418", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2419", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-4", "2420", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2421", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-4", "2422", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2423", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2424", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-6", "2425", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2426", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2427", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-4", "2428", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2429", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2430", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-7", "2431", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2432", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2433", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-4", "2434", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2435", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2436", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-8", "2437", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2438", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2439", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-4", "2440", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2441", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2442", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-9", "2443", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2444", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2445", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-4", "2446", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2447", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2448", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-10", "2449", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2450", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2451", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-4", "2452", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2453", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2454", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-11", "2455", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2456", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2457", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-4", "2458", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "2459", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2460", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-12", "2461", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2462", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2463", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-4", "2464", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "2465", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2466", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-13", "2467", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2468", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2469", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-4", "2470", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "2471", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2472", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-14", "2473", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2474", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2475", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-4", "2476", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "2477", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2478", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-5", "2479", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2480", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2481", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "2482", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2483", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2484", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2485", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
"Thread-4", "2486", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_write:25, value=<void>"
"Thread-6", "2487", "SYSTEM", "Field Write", "context=part2.Database:1, wr=9"
"Thread-4", "2488", "SYSTEM", "Method Returned", ""
"Thread-4", "2489", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2490", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "2491", "SYSTEM", "Variable Delete", "method=part2.Writer:5#run:5 <name=i,type=int (id=7),value=<?>,index=0>"
"Thread-4", "2492", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2493", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-4", "2494", "SYSTEM", "Method Exit", "returner=part2.Writer:5#run:5, value=<void>"
"Thread-6", "2495", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-4", "2496", "SYSTEM", "Method Returned", ""
"Thread-4", "2497", "SYSTEM", "Thread End", ""
"Thread-6", "2498", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2499", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-6", "2500", "SYSTEM", "Field Write", "context=part2.Database:1, r=1"
"Thread-6", "2501", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2502", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-6", "2503", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2504", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2505", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2506", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
"Thread-6", "2507", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:2, value=<void>"
"Thread-7", "2508", "SYSTEM", "Field Write", "context=part2.Database:1, wr=8"
"Thread-6", "2509", "SYSTEM", "Method Returned", ""
"Thread-6", "2510", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2511", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2512", "SYSTEM", "Field Read", "context=part2.Reader:2, d"
"Thread-7", "2513", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-6", "2514", "SYSTEM", "Method Call", "caller=part2.Reader:2#run:2, target=part2.Database:1#read:2"
"Thread-6", "2515", "SYSTEM", "Method Entered", ""
"Thread-6", "2516", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2517", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-6", "2518", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-7", "2519", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2520", "SYSTEM", "Variable Write", "context=part2.Database:1#read:2, result=55555"
"Thread-6", "2521", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:2, value=55555"
"Thread-7", "2522", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-6", "2523", "SYSTEM", "Method Returned", ""
"Thread-6", "2524", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2525", "SYSTEM", "Field Write", "context=part2.Database:1, r=2"
"Thread-7", "2526", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2527", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-6", "2528", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2529", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2530", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2531", "SYSTEM", "Field Read", "context=part2.Reader:2, d"
"Thread-7", "2532", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2533", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
"Thread-6", "2534", "SYSTEM", "Method Call", "caller=part2.Reader:2#run:2, target=part2.Database:1#done_read:2"
"Thread-6", "2535", "SYSTEM", "Method Entered", ""
"Thread-6", "2536", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2537", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:3, value=<void>"
"Thread-8", "2538", "SYSTEM", "Field Write", "context=part2.Database:1, wr=7"
"Thread-6", "2539", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-7", "2540", "SYSTEM", "Method Returned", ""
"Thread-7", "2541", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2542", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2543", "SYSTEM", "Field Read", "context=part2.Reader:3, d"
"Thread-8", "2544", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-7", "2545", "SYSTEM", "Method Call", "caller=part2.Reader:3#run:3, target=part2.Database:1#read:3"
"Thread-7", "2546", "SYSTEM", "Method Entered", ""
"Thread-7", "2547", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2548", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-7", "2549", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-8", "2550", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2551", "SYSTEM", "Variable Write", "context=part2.Database:1#read:3, result=55555"
"Thread-7", "2552", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:3, value=55555"
"Thread-8", "2553", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-7", "2554", "SYSTEM", "Method Returned", ""
"Thread-7", "2555", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2556", "SYSTEM", "Field Write", "context=part2.Database:1, r=3"
"Thread-8", "2557", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2558", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2559", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-7", "2560", "SYSTEM", "Field Read", "context=part2.Reader:3, d"
"Thread-8", "2561", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2562", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2563", "SYSTEM", "Method Call", "caller=part2.Reader:3#run:3, target=part2.Database:1#done_read:3"
"Thread-7", "2564", "SYSTEM", "Method Entered", ""
"Thread-7", "2565", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2566", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2567", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
"Thread-7", "2568", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-8", "2569", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:4, value=<void>"
"Thread-9", "2570", "SYSTEM", "Field Write", "context=part2.Database:1, wr=6"
"Thread-8", "2571", "SYSTEM", "Method Returned", ""
"Thread-8", "2572", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2573", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2574", "SYSTEM", "Field Read", "context=part2.Reader:4, d"
"Thread-9", "2575", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-8", "2576", "SYSTEM", "Method Call", "caller=part2.Reader:4#run:4, target=part2.Database:1#read:4"
"Thread-8", "2577", "SYSTEM", "Method Entered", ""
"Thread-8", "2578", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2579", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-8", "2580", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-9", "2581", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2582", "SYSTEM", "Variable Write", "context=part2.Database:1#read:4, result=55555"
"Thread-8", "2583", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:4, value=55555"
"Thread-9", "2584", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-8", "2585", "SYSTEM", "Method Returned", ""
"Thread-8", "2586", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2587", "SYSTEM", "Field Write", "context=part2.Database:1, r=4"
"Thread-9", "2588", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2589", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2590", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-8", "2591", "SYSTEM", "Field Read", "context=part2.Reader:4, d"
"Thread-9", "2592", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2593", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2594", "SYSTEM", "Method Call", "caller=part2.Reader:4#run:4, target=part2.Database:1#done_read:4"
"Thread-8", "2595", "SYSTEM", "Method Entered", ""
"Thread-8", "2596", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2597", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2598", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
"Thread-8", "2599", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-9", "2600", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:5, value=<void>"
"Thread-10", "2601", "SYSTEM", "Field Write", "context=part2.Database:1, wr=5"
"Thread-9", "2602", "SYSTEM", "Method Returned", ""
"Thread-9", "2603", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2604", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2605", "SYSTEM", "Field Read", "context=part2.Reader:5, d"
"Thread-10", "2606", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-9", "2607", "SYSTEM", "Method Call", "caller=part2.Reader:5#run:5, target=part2.Database:1#read:5"
"Thread-9", "2608", "SYSTEM", "Method Entered", ""
"Thread-9", "2609", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2610", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-9", "2611", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-10", "2612", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2613", "SYSTEM", "Variable Write", "context=part2.Database:1#read:5, result=55555"
"Thread-9", "2614", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:5, value=55555"
"Thread-10", "2615", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-9", "2616", "SYSTEM", "Method Returned", ""
"Thread-9", "2617", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2618", "SYSTEM", "Field Write", "context=part2.Database:1, r=5"
"Thread-10", "2619", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2620", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2621", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-9", "2622", "SYSTEM", "Field Read", "context=part2.Reader:5, d"
"Thread-10", "2623", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2624", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2625", "SYSTEM", "Method Call", "caller=part2.Reader:5#run:5, target=part2.Database:1#done_read:5"
"Thread-9", "2626", "SYSTEM", "Method Entered", ""
"Thread-9", "2627", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2628", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2629", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
"Thread-9", "2630", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-10", "2631", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:6, value=<void>"
"Thread-11", "2632", "SYSTEM", "Field Write", "context=part2.Database:1, wr=4"
"Thread-10", "2633", "SYSTEM", "Method Returned", ""
"Thread-10", "2634", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2635", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2636", "SYSTEM", "Field Read", "context=part2.Reader:6, d"
"Thread-11", "2637", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-10", "2638", "SYSTEM", "Method Call", "caller=part2.Reader:6#run:6, target=part2.Database:1#read:6"
"Thread-10", "2639", "SYSTEM", "Method Entered", ""
"Thread-10", "2640", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2641", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-10", "2642", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-11", "2643", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2644", "SYSTEM", "Variable Write", "context=part2.Database:1#read:6, result=55555"
"Thread-10", "2645", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:6, value=55555"
"Thread-11", "2646", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-10", "2647", "SYSTEM", "Method Returned", ""
"Thread-10", "2648", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2649", "SYSTEM", "Field Write", "context=part2.Database:1, r=6"
"Thread-11", "2650", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2651", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2652", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-10", "2653", "SYSTEM", "Field Read", "context=part2.Reader:6, d"
"Thread-11", "2654", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "2655", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2656", "SYSTEM", "Method Call", "caller=part2.Reader:6#run:6, target=part2.Database:1#done_read:6"
"Thread-10", "2657", "SYSTEM", "Method Entered", ""
"Thread-10", "2658", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2659", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "2660", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
